date,0
2011-12-06,3
2011-12-08,4
2011-12-10,9
2011-12-12,7
2011-12-14,5
2011-12-15,6
2011-12-16,3
2011-12-19,4
2011-12-20,6
2011-12-21,4
2011-12-22,1
2011-12-27,2
2012-01-02,1
2012-01-03,2
2012-01-04,4
2012-01-05,3
2012-01-06,1
2012-01-09,1
2012-01-10,4
2012-01-11,1
2012-01-12,1
2012-01-13,4
2012-01-17,7
2012-01-18,5
2012-01-19,3
2012-01-23,1
2012-01-25,6
2012-01-26,5
2012-01-27,2
2012-01-30,8
2012-01-31,1
2012-02-01,7
2012-02-02,1
2012-02-05,1
2012-02-06,5
2012-02-07,4
2012-02-08,4
2012-02-09,11
2012-02-12,2
2012-02-13,10
2012-02-14,7
2012-02-15,7
2012-02-16,4
2012-02-17,2
2012-02-20,3
2012-02-21,1
2012-02-22,3
2012-02-23,3
2012-02-24,1
2012-02-27,2
2012-02-28,4
2012-02-29,5
2012-03-01,13
2012-03-03,4
2012-03-04,5
2012-03-05,4
2012-03-06,5
2012-03-07,4
2012-03-08,1
2012-03-09,2
2012-03-11,2
2012-03-12,3
2012-03-13,5
2012-03-14,8
2012-03-16,5
2012-03-19,7
2012-03-20,3
2012-03-21,5
2012-03-22,12
2012-03-23,3
2012-03-26,10
2012-03-27,8
2012-03-28,10
2012-03-29,5
2012-03-30,1
2012-04-02,5
2012-04-03,3
2012-04-04,5
2012-04-05,1
2012-04-06,1
2012-04-10,1
2012-04-11,3
2012-04-12,1
2012-04-13,2
2012-04-16,6
2012-04-17,6
2012-04-18,5
2012-04-19,3
2012-04-20,2
2012-04-23,4
2012-04-24,7
2012-04-25,15
2012-04-26,5
2012-04-30,1
2012-05-01,1
2012-05-02,6
2012-05-03,2
2012-05-08,3
2012-05-09,1
2012-05-10,1
2012-05-11,1
2012-05-14,3
2012-05-15,1
2012-05-16,7
2012-05-17,1
2012-05-18,1
2012-05-21,4
2012-05-22,7
2012-05-23,3
2012-05-24,1
2012-05-25,1
2012-05-28,2
2012-05-30,7
2012-05-31,7
2012-06-01,7
2012-06-04,5
2012-06-05,4
2012-06-06,1
2012-06-07,8
2012-06-10,1
2012-06-11,6
2012-06-12,3
2012-06-13,8
2012-06-14,4
2012-06-15,3
2012-06-18,6
2012-06-19,2
2012-06-20,7
2012-06-21,1
2012-06-22,5
2012-06-25,7
2012-06-26,6
2012-06-28,3
2012-06-29,1
2012-07-02,2
2012-07-04,1
2012-07-05,7
2012-07-06,2
2012-07-09,2
2012-07-10,2
2012-07-11,3
2012-07-12,13
2012-07-13,8
2012-07-16,8
2012-07-17,8
2012-07-18,8
2012-07-19,1
2012-07-20,11
2012-07-23,3
2012-07-24,1
2012-07-25,4
2012-07-26,7
2012-07-27,1
2012-07-30,2
2012-07-31,4
2012-08-01,2
2012-08-02,5
2012-08-03,1
2012-08-06,5
2012-08-07,6
2012-08-08,6
2012-08-09,1
2012-08-10,6
2012-08-13,4
2012-08-14,9
2012-08-15,12
2012-08-16,1
2012-08-17,3
2012-08-20,15
2012-08-21,7
2012-08-22,11
2012-08-23,6
2012-08-24,3
2012-08-28,7
2012-08-29,5
2012-08-30,1
2012-08-31,1
2012-09-04,1
2012-09-05,5
2012-09-06,6
2012-09-07,1
2012-09-10,3
2012-09-11,5
2012-09-12,1
2012-09-13,4
2012-09-14,5
2012-09-17,3
2012-09-18,8
2012-09-19,3
2012-09-20,7
2012-09-21,30
2012-09-24,12
2012-09-25,4
2012-09-26,3
2012-09-27,8
2012-09-28,2
2012-10-01,6
2012-10-02,8
2012-10-03,2
2012-10-04,6
2012-10-05,10
2012-10-08,10
2012-10-09,8
2012-10-10,3
2012-10-11,8
2012-10-12,4
2012-10-14,1
2012-10-15,10
2012-10-16,5
2012-10-17,5
2012-10-18,1
2012-10-19,3
2012-10-22,6
2012-10-23,15
2012-10-24,11
2012-10-25,2
2012-10-26,6
2012-10-29,3
2012-10-30,3
2012-10-31,8
2012-11-01,5
2012-11-02,3
2012-11-04,2
2012-11-05,6
2012-11-06,3
2012-11-07,3
2012-11-08,3
2012-11-09,2
2012-11-12,10
2012-11-13,7
2012-11-14,6
2012-11-15,4
2012-11-16,6
2012-11-19,7
2012-11-20,3
2012-11-21,8
2012-11-23,3
2012-11-26,4
2012-11-27,5
2012-11-28,7
2012-11-29,4
2012-11-30,4
2012-12-02,3
2012-12-03,3
2012-12-04,4
2012-12-05,5
2012-12-06,8
2012-12-07,8
2012-12-10,9
2012-12-11,2
2012-12-12,1
2012-12-13,6
2012-12-14,5
2012-12-15,1
2012-12-17,1
2012-12-18,4
2012-12-19,6
2012-12-20,4
2012-12-21,9
2012-12-24,11
2012-12-26,8
2012-12-27,5
2012-12-28,1
2012-12-31,12
2013-01-02,3
2013-01-03,3
2013-01-04,7
2013-01-06,2
2013-01-07,4
2013-01-08,4
2013-01-09,2
2013-01-10,1
2013-01-11,5
2013-01-14,4
2013-01-15,6
2013-01-16,6
2013-01-17,8
2013-01-18,4
2013-01-20,2
2013-01-22,8
2013-01-23,3
2013-01-24,3
2013-01-25,3
2013-01-28,1
2013-01-29,1
2013-01-30,2
2013-01-31,3
2013-02-01,1
2013-02-04,4
2013-02-05,6
2013-02-06,5
2013-02-07,6
2013-02-08,3
2013-02-10,1
2013-02-11,5
2013-02-12,6
2013-02-13,6
2013-02-14,2
2013-02-15,4
2013-02-16,2
2013-02-18,1
2013-02-19,4
2013-02-20,4
2013-02-21,8
2013-02-22,9
2013-02-25,7
2013-02-26,7
2013-02-27,8
2013-02-28,6
2013-03-01,1
2013-03-04,6
2013-03-05,16
2013-03-06,8
2013-03-07,3
2013-03-08,7
2013-03-09,2
2013-03-11,5
2013-03-12,5
2013-03-13,5
2013-03-14,3
2013-03-15,7
2013-03-18,7
2013-03-19,6
2013-03-20,7
2013-03-21,5
2013-03-22,3
2013-03-25,9
2013-03-26,7
2013-03-27,5
2013-03-28,4
2013-04-01,9
2013-04-02,6
2013-04-03,8
2013-04-04,3
2013-04-05,1
2013-04-08,8
2013-04-09,3
2013-04-10,5
2013-04-11,2
2013-04-12,11
2013-04-15,5
2013-04-16,9
2013-04-17,4
2013-04-18,7
2013-04-19,2
2013-04-23,5
2013-04-24,9
2013-04-25,6
2013-04-26,8
2013-04-29,7
2013-04-30,1
2013-05-01,7
2013-05-02,8
2013-05-03,6
2013-05-04,2
2013-05-06,5
2013-05-07,6
2013-05-08,11
2013-05-09,6
2013-05-10,7
2013-05-13,1
2013-05-14,8
2013-05-15,4
2013-05-16,1
2013-05-17,1
2013-05-18,2
2013-05-19,1
2013-05-20,1
2013-05-21,6
2013-05-22,4
2013-05-23,4
2013-05-24,2
2013-05-26,9
2013-05-27,1
2013-05-28,4
2013-05-29,5
2013-05-30,2
2013-05-31,3
2013-06-02,1
2013-06-03,4
2013-06-04,4
2013-06-05,5
2013-06-06,4
2013-06-07,8
2013-06-08,1
2013-06-10,8
2013-06-11,4
2013-06-12,1
2013-06-13,6
2013-06-14,3
2013-06-17,4
2013-06-18,6
2013-06-19,1
2013-06-20,7
2013-06-21,6
2013-06-23,1
2013-06-24,5
2013-06-25,7
2013-06-26,9
2013-06-27,6
2013-06-28,5
2013-06-30,2
2013-07-01,5
2013-07-02,4
2013-07-03,4
2013-07-05,8
2013-07-08,9
2013-07-09,8
2013-07-10,5
2013-07-11,6
2013-07-12,1
2013-07-14,2
2013-07-15,4
2013-07-16,9
2013-07-17,9
2013-07-18,7
2013-07-19,3
2013-07-20,2
2013-07-21,1
2013-07-22,6
2013-07-23,3
2013-07-24,11
2013-07-25,6
2013-07-26,4
2013-07-29,7
2013-07-30,6
2013-07-31,7
2013-08-01,2
2013-08-02,6
2013-08-05,7
2013-08-06,7
2013-08-07,13
2013-08-08,6
2013-08-09,4
2013-08-12,8
2013-08-13,6
2013-08-14,11
2013-08-15,7
2013-08-16,10
2013-08-19,11
2013-08-20,4
2013-08-21,4
2013-08-22,6
2013-08-23,9
2013-08-26,4
2013-08-27,8
2013-08-28,3
2013-08-29,8
2013-08-30,6
2013-09-03,16
2013-09-04,11
2013-09-05,13
2013-09-06,14
2013-09-09,9
2013-09-10,8
2013-09-11,15
2013-09-12,10
2013-09-13,2
2013-09-16,8
2013-09-17,8
2013-09-18,17
2013-09-19,12
2013-09-20,12
2013-09-23,7
2013-09-24,15
2013-09-25,11
2013-09-26,8
2013-09-27,2
2013-09-30,1
2013-10-01,3
2013-10-02,2
2013-10-03,1
2013-10-05,2
2013-10-07,8
2013-10-08,2
2013-10-09,1
2013-10-10,1
2013-10-16,3
2013-10-17,2
2013-10-18,1
2013-10-21,1
2013-10-22,2
2013-10-23,1
2013-10-25,1
2013-10-28,1
2013-10-29,1
2013-10-30,1
2013-10-31,4
2013-11-05,1
2013-11-11,4
2013-11-13,5
2013-11-14,3
2013-11-20,3
2013-11-21,1
2013-11-22,2
2013-11-26,3
2013-11-28,1
2013-11-29,2
2013-12-02,7
2013-12-04,2
2013-12-06,2
2013-12-09,1
2013-12-10,3
2013-12-11,3
2013-12-12,3
2013-12-13,1
2013-12-16,1
2013-12-17,4
2013-12-19,1
2013-12-20,1
2013-12-23,1
2013-12-24,3
2013-12-27,3
2014-01-02,2
2014-01-06,1
2014-01-07,4
2014-01-08,2
2014-01-10,1
2014-01-13,1
2014-01-14,1
2014-01-15,1
2014-01-16,1
2014-01-20,1
2014-01-21,3
2014-01-22,1
2014-01-23,1
2014-01-24,1
2014-01-27,1
2014-01-28,1
2014-01-29,2
2014-01-30,1
2014-01-31,1
2014-02-03,3
2014-02-04,2
2014-02-05,1
2014-02-06,3
2014-02-07,6
2014-02-10,2
2014-02-11,1
2014-02-12,3
2014-02-13,2
2014-02-14,1
2014-02-16,2
2014-02-18,2
2014-02-19,2
2014-02-20,2
2014-02-21,1
2014-02-25,2
2014-02-26,1
2014-02-27,2
2014-02-28,1
2014-03-03,4
2014-03-04,1
2014-03-05,2
2014-03-06,1
2014-03-07,1
2014-03-10,1
2014-03-11,1
2014-03-12,5
2014-03-13,5
2014-03-19,5
2014-03-20,1
2014-03-21,4
2014-03-24,1
2014-03-25,2
2014-03-26,4
2014-03-27,1
2014-03-28,1
2014-03-31,4
2014-04-01,3
2014-04-02,2
2014-04-03,5
2014-04-04,2
2014-04-07,5
2014-04-09,1
2014-04-10,1
2014-04-11,3
2014-04-14,3
2014-04-15,6
2014-04-16,2
2014-04-17,2
2014-04-21,2
2014-04-22,11
2014-04-23,2
2014-04-24,1
2014-04-25,1
2014-04-28,1
2014-04-29,3
2014-04-30,1
2014-05-01,2
2014-05-02,4
2014-05-05,4
2014-05-06,1
2014-05-07,2
2014-05-08,6
2014-05-12,2
2014-05-13,4
2014-05-14,6
2014-05-15,8
2014-05-16,5
2014-05-17,3
2014-05-19,5
2014-05-20,5
2014-05-21,8
2014-05-22,2
2014-05-23,1
2014-05-27,3
2014-05-28,1
2014-05-29,6
2014-05-30,1
2014-06-02,8
2014-06-03,5
2014-06-04,3
2014-06-05,3
2014-06-06,6
2014-06-09,3
2014-06-11,4
2014-06-13,1
2014-06-16,5
2014-06-17,4
2014-06-18,8
2014-06-19,7
2014-06-20,2
2014-06-23,1
2014-06-24,4
2014-06-25,2
2014-06-26,6
2014-06-27,5
2014-06-29,1
2014-06-30,4
2014-07-01,2
2014-07-03,3
2014-07-05,3
2014-07-07,2
2014-07-09,4
2014-07-10,7
2014-07-14,1
2014-07-15,5
2014-07-16,3
2014-07-17,7
2014-07-21,7
2014-07-22,3
2014-07-23,2
2014-07-24,2
2014-07-25,1
2014-07-29,10
2014-07-30,9
2014-07-31,3
2014-08-01,6
2014-08-04,7
2014-08-05,8
2014-08-06,7
2014-08-07,6
2014-08-08,3
2014-08-11,9
2014-08-12,9
2014-08-13,9
2014-08-14,11
2014-08-15,5
2014-08-16,1
2014-08-18,5
2014-08-19,9
2014-08-20,7
2014-08-21,7
2014-08-22,7
2014-08-25,11
2014-08-26,1
2014-08-27,4
2014-08-28,9
2014-08-29,2
2014-08-30,2
2014-09-02,4
2014-09-03,5
2014-09-04,4
2014-09-05,3
2014-09-08,5
2014-09-09,5
2014-09-10,8
2014-09-11,4
2014-09-12,4
2014-09-15,4
2014-09-16,5
2014-09-17,5
2014-09-18,1
2014-09-19,2
2014-09-20,1
2014-09-22,3
2014-09-23,3
2014-09-24,4
2014-09-25,7
2014-09-26,6
2014-09-27,2
2014-09-28,2
2014-09-29,4
2014-09-30,3
2014-10-01,10
2014-10-02,9
2014-10-03,5
2014-10-04,1
2014-10-06,6
2014-10-07,10
2014-10-08,9
2014-10-09,11
2014-10-10,6
2014-10-13,6
2014-10-14,2
2014-10-15,20
2014-10-16,4
2014-10-17,2
2014-10-19,1
2014-10-20,11
2014-10-21,2
2014-10-22,8
2014-10-23,7
2014-10-24,12
2014-10-26,2
2014-10-27,4
2014-10-28,7
2014-10-29,13
2014-10-30,3
2014-10-31,4
2014-11-01,1
2014-11-02,1
2014-11-03,21
2014-11-04,13
2014-11-05,15
2014-11-06,5
2014-11-07,3
2014-11-10,10
2014-11-11,6
2014-11-12,7
2014-11-13,6
2014-11-14,3
2014-11-15,1
2014-11-17,17
2014-11-18,3
2014-11-19,8
2014-11-20,7
2014-11-21,3
2014-11-24,22
2014-11-25,14
2014-11-26,2
2014-11-28,1
2014-12-01,12
2014-12-02,6
2014-12-03,4
2014-12-04,3
2014-12-05,3
2014-12-07,1
2014-12-08,3
2014-12-09,7
2014-12-10,10
2014-12-11,7
2014-12-12,7
2014-12-14,1
2014-12-15,17
2014-12-16,16
2014-12-17,13
2014-12-18,26
2014-12-19,10
2014-12-22,23
2014-12-23,8
2014-12-24,2
2014-12-26,3
2014-12-29,7
2014-12-30,8
2014-12-31,7
2015-01-02,6
2015-01-05,10
2015-01-06,18
2015-01-07,10
2015-01-08,12
2015-01-09,8
2015-01-11,1
2015-01-12,17
2015-01-13,8
2015-01-14,10
2015-01-15,6
2015-01-16,14
2015-01-19,1
2015-01-20,13
2015-01-21,8
2015-01-22,10
2015-01-23,10
2015-01-24,2
2015-01-26,18
2015-01-27,17
2015-01-28,13
2015-01-29,11
2015-01-30,10
2015-02-02,8
2015-02-03,27
2015-02-04,17
2015-02-05,16
2015-02-06,8
2015-02-07,1
2015-02-09,11
2015-02-10,15
2015-02-11,6
2015-02-12,12
2015-02-13,7
2015-02-16,2
2015-02-17,12
2015-02-18,12
2015-02-19,6
2015-02-20,14
2015-02-21,1
2015-02-22,1
2015-02-23,15
2015-02-24,9
2015-02-25,17
2015-02-26,13
2015-02-27,23
2015-03-01,1
2015-03-02,13
2015-03-03,10
2015-03-04,18
2015-03-05,7
2015-03-06,4
2015-03-09,10
2015-03-10,15
2015-03-11,16
2015-03-12,14
2015-03-13,6
2015-03-16,12
2015-03-17,8
2015-03-18,15
2015-03-19,12
2015-03-20,5
2015-03-23,6
2015-03-24,6
2015-03-25,16
2015-03-26,9
2015-03-27,2
2015-03-30,32
2015-03-31,21
2015-04-01,17
2015-04-02,8
2015-04-03,1
2015-04-06,15
2015-04-07,10
2015-04-08,15
2015-04-09,10
2015-04-10,8
2015-04-12,3
2015-04-13,13
2015-04-14,22
2015-04-15,5
2015-04-16,22
2015-04-17,12
2015-04-18,1
2015-04-19,1
2015-04-20,13
2015-04-21,8
2015-04-22,13
2015-04-23,13
2015-04-24,11
2015-04-25,2
2015-04-26,4
2015-04-27,15
2015-04-28,18
2015-04-29,20
2015-04-30,21
2015-05-01,12
2015-05-03,2
2015-05-04,19
2015-05-05,22
2015-05-06,17
2015-05-07,18
2015-05-08,15
2015-05-09,2
2015-05-11,25
2015-05-12,12
2015-05-13,13
2015-05-14,8
2015-05-15,21
2015-05-16,2
2015-05-17,2
2015-05-18,12
2015-05-19,3
2015-05-20,8
2015-05-21,11
2015-05-22,10
2015-05-23,1
2015-05-24,1
2015-05-25,2
2015-05-26,8
2015-05-27,16
2015-05-28,10
2015-05-29,12
2015-05-31,1
2015-06-01,6
2015-06-02,18
2015-06-03,5
2015-06-04,18
2015-06-05,10
2015-06-08,17
2015-06-09,9
2015-06-10,19
2015-06-11,11
2015-06-12,6
2015-06-13,1
2015-06-14,1
2015-06-15,19
2015-06-16,21
2015-06-17,13
2015-06-18,10
2015-06-19,9
2015-06-20,2
2015-06-21,2
2015-06-22,16
2015-06-23,16
2015-06-24,19
2015-06-25,14
2015-06-26,8
2015-06-27,4
2015-06-29,26
2015-06-30,8
2015-07-01,23
2015-07-02,12
2015-07-03,1
2015-07-06,7
2015-07-07,10
2015-07-08,7
2015-07-09,6
2015-07-10,13
2015-07-13,15
2015-07-14,7
2015-07-15,6
2015-07-16,7
2015-07-17,5
2015-07-19,1
2015-07-20,5
2015-07-21,4
2015-07-22,4
2015-07-23,6
2015-07-24,15
2015-07-27,16
2015-07-28,14
2015-07-29,20
2015-07-30,21
2015-07-31,7
2015-08-02,2
2015-08-03,11
2015-08-04,22
2015-08-05,15
2015-08-06,23
2015-08-07,11
2015-08-09,2
2015-08-10,16
2015-08-11,26
2015-08-12,25
2015-08-13,30
2015-08-14,26
2015-08-16,4
2015-08-17,19
2015-08-18,12
2015-08-19,26
2015-08-20,19
2015-08-21,18
2015-08-23,2
2015-08-24,14
2015-08-25,18
2015-08-26,20
2015-08-27,15
2015-08-28,11
2015-08-30,4
2015-08-31,14
2015-09-01,14
2015-09-02,20
2015-09-03,12
2015-09-04,9
2015-09-07,1
2015-09-08,17
2015-09-09,23
2015-09-10,21
2015-09-11,17
2015-09-12,2
2015-09-13,1
2015-09-14,12
2015-09-15,27
2015-09-16,28
2015-09-17,18
2015-09-18,6
2015-09-21,11
2015-09-22,13
2015-09-23,13
2015-09-24,27
2015-09-25,4
2015-09-26,4
2015-09-28,9
2015-09-29,29
2015-09-30,11
2015-10-01,18
2015-10-02,7
2015-10-03,1
2015-10-05,11
2015-10-06,7
2015-10-07,17
2015-10-08,17
2015-10-09,7
2015-10-12,9
2015-10-13,25
2015-10-14,10
2015-10-15,14
2015-10-16,7
2015-10-19,20
2015-10-20,9
2015-10-21,13
2015-10-22,15
2015-10-23,7
2015-10-24,2
2015-10-25,1
2015-10-26,27
2015-10-27,17
2015-10-28,18
2015-10-29,20
2015-10-30,14
2015-10-31,2
2015-11-01,2
2015-11-02,21
2015-11-03,14
2015-11-04,17
2015-11-05,20
2015-11-06,12
2015-11-08,3
2015-11-09,37
2015-11-10,19
2015-11-11,18
2015-11-12,19
2015-11-13,14
2015-11-14,1
2015-11-16,23
2015-11-17,14
2015-11-18,28
2015-11-19,26
2015-11-20,19
2015-11-23,21
2015-11-24,25
2015-11-25,13
2015-11-27,11
2015-11-28,2
2015-11-30,11
2015-12-01,20
2015-12-02,25
2015-12-03,20
2015-12-04,12
2015-12-06,3
2015-12-07,25
2015-12-08,17
2015-12-09,14
2015-12-10,12
2015-12-11,10
2015-12-13,1
2015-12-14,13
2015-12-15,25
2015-12-16,25
2015-12-17,24
2015-12-18,20
2015-12-19,1
2015-12-21,15
2015-12-22,14
2015-12-23,7
2015-12-24,12
2015-12-28,8
2015-12-29,19
2015-12-30,12
2015-12-31,12
2016-01-02,2
2016-01-03,2
2016-01-04,19
2016-01-05,16
2016-01-06,15
2016-01-07,14
2016-01-08,9
2016-01-10,2
2016-01-11,18
2016-01-12,19
2016-01-13,11
2016-01-14,15
2016-01-15,4
2016-01-17,1
2016-01-18,1
2016-01-19,8
2016-01-20,17
2016-01-21,12
2016-01-22,16
2016-01-24,1
2016-01-25,27
2016-01-26,22
2016-01-27,13
2016-01-28,15
2016-01-29,15
2016-01-31,1
2016-02-01,31
2016-02-02,27
2016-02-03,16
2016-02-04,13
2016-02-05,20
2016-02-06,1
2016-02-08,20
2016-02-09,17
2016-02-10,10
2016-02-11,8
2016-02-12,6
2016-02-14,1
2016-02-16,19
2016-02-17,17
2016-02-18,9
2016-02-19,10
2016-02-22,20
2016-02-23,7
2016-02-24,14
2016-02-25,25
2016-02-26,26
2016-02-28,2
2016-02-29,28
2016-03-01,23
2016-03-02,14
2016-03-03,14
2016-03-04,9
2016-03-07,13
2016-03-08,8
2016-03-09,21
2016-03-10,10
2016-03-11,7
2016-03-13,1
2016-03-14,16
2016-03-15,30
2016-03-16,13
2016-03-17,12
2016-03-18,10
2016-03-20,1
2016-03-21,15
2016-03-22,11
2016-03-23,28
2016-03-24,14
2016-03-25,2
2016-03-28,31
2016-03-29,12
2016-03-30,9
2016-03-31,10
2016-04-01,10
2016-04-02,3
2016-04-03,1
2016-04-04,16
2016-04-05,36
2016-04-06,13
2016-04-07,20
2016-04-08,18
2016-04-11,17
2016-04-12,13
2016-04-13,10
2016-04-14,13
2016-04-15,8
2016-04-17,1
2016-04-18,14
2016-04-19,10
2016-04-20,14
2016-04-21,21
2016-04-22,6
2016-04-25,8
2016-04-26,22
2016-04-27,20
2016-04-28,21
2016-04-29,9
2016-04-30,1
2016-05-02,32
2016-05-03,19
2016-05-04,15
2016-05-05,27
2016-05-06,14
2016-05-09,20
2016-05-10,22
2016-05-11,10
2016-05-12,10
2016-05-13,11
2016-05-16,27
2016-05-17,21
2016-05-18,16
2016-05-19,16
2016-05-20,10
2016-05-22,1
2016-05-23,46
2016-05-24,12
2016-05-25,15
2016-05-26,15
2016-05-27,17
2016-05-30,1
2016-05-31,28
2016-06-01,18
2016-06-02,9
2016-06-03,22
2016-06-05,2
2016-06-06,16
2016-06-07,14
2016-06-08,16
2016-06-09,13
2016-06-10,10
2016-06-11,1
2016-06-13,11
2016-06-14,19
2016-06-15,27
2016-06-16,12
2016-06-17,22
2016-06-19,1
2016-06-20,17
2016-06-21,18
2016-06-22,14
2016-06-23,19
2016-06-24,25
2016-06-25,8
2016-06-26,1
2016-06-27,15
2016-06-28,23
2016-06-29,30
2016-06-30,25
2016-07-01,8
2016-07-05,11
2016-07-06,20
2016-07-07,12
2016-07-08,18
2016-07-09,1
2016-07-10,1
2016-07-11,24
2016-07-12,11
2016-07-13,22
2016-07-14,21
2016-07-15,12
2016-07-18,17
2016-07-19,25
2016-07-20,10
2016-07-21,13
2016-07-22,7
2016-07-24,1
2016-07-25,15
2016-07-26,26
2016-07-27,26
2016-07-28,17
2016-07-29,15
2016-07-30,3
2016-08-01,24
2016-08-02,15
2016-08-03,22
2016-08-04,21
2016-08-05,8
2016-08-07,1
2016-08-08,17
2016-08-09,19
2016-08-10,13
2016-08-11,15
2016-08-12,11
2016-08-14,1
2016-08-15,43
2016-08-16,25
2016-08-17,9
2016-08-18,12
2016-08-19,16
2016-08-20,11
2016-08-22,28
2016-08-23,21
2016-08-24,22
2016-08-25,22
2016-08-26,8
2016-08-27,2
2016-08-28,2
2016-08-29,17
2016-08-30,14
2016-08-31,15
2016-09-01,6
2016-09-02,16
2016-09-06,8
2016-09-07,10
2016-09-08,18
2016-09-09,20
2016-09-11,2
2016-09-12,23
2016-09-13,10
2016-09-14,16
2016-09-15,15
2016-09-16,15
2016-09-19,7
2016-09-20,15
2016-09-21,16
2016-09-22,15
2016-09-23,16
2016-09-26,12
2016-09-27,14
2016-09-28,12
2016-09-29,20
2016-09-30,16
2016-10-02,1
2016-10-03,11
2016-10-04,10
2016-10-05,17
2016-10-06,15
2016-10-07,12
2016-10-09,1
2016-10-10,14
2016-10-11,11
2016-10-12,14
2016-10-13,9
2016-10-14,12
2016-10-17,15
2016-10-18,6
2016-10-19,12
2016-10-20,16
2016-10-21,15
2016-10-22,1
2016-10-23,1
2016-10-24,35
2016-10-25,15
2016-10-26,13
2016-10-27,15
2016-10-28,9
2016-10-30,1
2016-10-31,24
2016-11-01,19
2016-11-02,24
2016-11-03,28
2016-11-04,10
2016-11-07,44
2016-11-08,26
2016-11-09,21
2016-11-10,17
2016-11-11,19
2016-11-12,1
2016-11-13,1
2016-11-14,23
2016-11-15,14
2016-11-16,21
2016-11-17,28
2016-11-18,13
2016-11-21,15
2016-11-22,16
2016-11-23,15
2016-11-25,8
2016-11-28,14
2016-11-29,17
2016-11-30,12
2016-12-01,19
2016-12-02,20
2016-12-03,1
2016-12-04,1
2016-12-05,9
2016-12-06,23
2016-12-07,16
2016-12-08,30
2016-12-09,10
2016-12-12,13
2016-12-13,20
2016-12-14,13
2016-12-15,12
2016-12-16,6
2016-12-18,1
2016-12-19,8
2016-12-20,11
2016-12-21,15
2016-12-22,14
2016-12-23,24
2016-12-27,24
2016-12-28,20
2016-12-29,9
2016-12-30,7
2017-01-02,1
2017-01-03,10
2017-01-04,21
2017-01-05,10
2017-01-06,9
2017-01-07,1
2017-01-09,22
2017-01-10,9
2017-01-11,24
2017-01-12,4
2017-01-13,5
2017-01-17,31
2017-01-18,12
2017-01-19,22
2017-01-20,9
2017-01-22,1
2017-01-23,13
2017-01-24,21
2017-01-25,8
2017-01-26,21
2017-01-27,16
2017-01-28,1
2017-01-29,1
2017-01-30,27
2017-01-31,9
